0.031869 0.909840 0.584769
0.662902 0.573637 0.804992
0.746199 0.329834 0.572654
0.956203 0.815315 0.810938
0.327950 0.594006 0.737160
0.780097 0.937038 0.932481
0.655203 0.106002 0.476634
0.030844 0.064245 0.418232
0.998117 0.212500 0.155457
0.373519 0.986288 0.247634
0.289298 0.728808 0.503294
0.336361 0.872156 0.053638
0.919638 0.101508 0.027509
0.311072 0.577457 0.241642
0.825302 0.328235 0.638459
0.624503 0.291310 0.660879
0.685352 0.203748 0.701018
0.376867 0.082425 0.293099
0.762090 0.907218 0.325563
0.949763 0.792125 0.051434
0.116333 0.762811 0.957472
0.281259 0.874141 0.229869
0.522232 0.284749 0.300527
0.652774 0.929459 0.164671
0.120867 0.734012 0.209676
0.225692 0.467357 0.010743
0.129443 0.674856 0.757165
0.496868 0.001842 0.789739
0.835070 0.745954 0.628286
0.700400 0.451910 0.135949
0.041039 0.460107 0.623075
0.101458 0.273002 0.020353
0.105493 0.916689 0.012580
0.278550 0.531457 0.145701
0.409778 0.531921 0.315154
0.944051 0.477045 0.126846
0.515613 0.421766 0.291647
0.187170 0.236876 0.025304
0.503862 0.392650 0.479901
0.686539 0.292072 0.853810
0.860152 0.117116 0.160470
0.837515 0.834690 0.293778
0.919870 0.226614 0.903531
0.242197 0.942175 0.856267
0.887038 0.472818 0.541440
0.536150 0.695316 0.722637
0.007745 0.201771 0.857180
0.080669 0.384063 0.088977
0.269140 0.606770 0.320654
0.571001 0.756885 0.895952
0.500788 0.134692 0.588818
0.684271 0.821117 0.275892
0.758872 0.899098 0.379022
0.368525 0.535038 0.487948
0.352470 0.285466 0.811214
0.656985 0.842654 0.970052
0.799680 0.894736 0.044588
0.590679 0.439338 0.177596
0.855572 0.814093 0.798940
0.756473 0.947405 0.325809
0.110201 0.386063 0.192309
0.821956 0.498856 0.440411
0.122037 0.365968 0.890859
0.499858 0.824669 0.249088
0.869717 0.429179 0.753453
0.872778 0.243565 0.127220
0.282535 0.323103 0.701249
0.088509 0.640753 0.568559
0.676921 0.853284 0.045379
0.978169 0.689351 0.251196
